1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,KitchenQual_Enc,GarageFinish_Enc,BsmtExposure_Enc,BsmtFinType1_Enc
813,0.0,2.0,0,813,270,1932.0,813,5684,70.0,0.0,113,8,6,813,1930,2005,110000,3,0.0,0.0,0.0
1112,896.0,3.0,603,293,230,1948.0,2008,7800,78.0,0.0,0,8,5,896,1948,2002,225000,4,0.0,0.0,4.0
1532,797.0,4.0,1085,390,514,1990.0,2329,11839,86.0,99.0,121,5,7,1475,1990,1990,262280,3,0.0,0.0,4.0
910,648.0,4.0,420,490,282,1950.0,1558,13710,75.0,0.0,0,5,5,910,1950,1950,152000,2,0.0,0.0,2.0
832,832.0,4.0,194,638,528,1976.0,1664,10140,78.0,0.0,28,5,7,832,1976,1976,162900,2,1.0,0.0,4.0
2110,0.0,3.0,1065,1045,522,1968.0,2110,11160,93.0,0.0,0,5,7,2110,1968,1968,244000,4,2.0,0.0,3.0
905,881.0,3.0,648,176,684,1997.0,1786,9337,69.0,0.0,162,5,6,824,1997,1997,204750,3,1.0,0.0,4.0
925,550.0,4.0,548,36,336,1977.0,1475,2665,41.0,0.0,26,6,5,757,1977,1977,127000,2,1.0,0.0,3.0
811,576.0,3.0,0,811,256,1954.0,1387,6000,50.0,0.0,0,4,5,811,1954,1954,93000,3,0.0,0.0,0.0
976,732.0,3.0,0,976,380,2004.0,1708,3363,32.0,117.0,40,5,7,976,2004,2004,130000,3,-1.0,0.0,0.0
1085,649.0,3.0,600,312,440,1962.0,1734,9786,77.0,0.0,0,7,6,912,1962,1981,159000,3,-1.0,0.0,1.0
1766,648.0,3.0,664,290,520,1970.0,2414,10800,60.0,0.0,0,4,5,954,1900,1970,160000,2,-1.0,0.0,2.0
933,975.0,4.0,642,273,493,1994.0,1908,8750,70.0,0.0,133,5,7,915,1994,1995,210000,3,0.0,0.0,4.0
1283,0.0,3.0,504,319,506,1980.0,1283,7763,70.0,0.0,0,7,5,931,1962,1980,140000,2,0.0,0.0,1.0
1212,0.0,3.0,0,1212,573,2001.0,1212,9100,70.0,0.0,0,5,7,1212,2001,2001,178000,3,1.0,0.0,0.0
952,596.0,3.0,0,952,672,1978.0,1548,7264,55.0,0.0,0,7,7,952,1925,2007,205000,4,-1.0,0.0,0.0
980,0.0,3.0,400,100,384,1967.0,980,9750,75.0,0.0,0,5,5,980,1967,1967,135500,2,2.0,2.0,-1.0
1811,0.0,2.0,296,230,470,1956.0,1811,14115,90.0,0.0,0,7,6,1073,1956,2004,230000,4,2.0,0.0,3.0
1056,0.0,3.0,1056,0,384,1966.0,1056,8900,69.0,0.0,42,4,4,1056,1966,1966,107000,2,0.0,0.0,1.0
1234,0.0,3.0,0,1234,484,2007.0,1234,11049,85.0,0.0,30,5,8,1234,2007,2007,179900,3,1.0,2.0,0.0
630,672.0,3.0,0,630,440,1970.0,1302,2016,24.0,304.0,0,5,5,630,1970,1970,106000,2,0.0,0.0,0.0
1035,371.0,3.0,0,319,0,0.0,1406,7920,69.0,0.0,144,7,6,319,1920,1950,89500,1,-1.0,0.0,0.0
858,0.0,2.0,685,173,576,1983.0,858,7252,69.0,0.0,0,5,5,858,1982,1982,134900,2,0.0,2.0,4.0
1182,1142.0,4.0,998,177,736,2005.0,2324,11924,85.0,286.0,21,5,9,1175,2005,2006,345000,4,2.0,0.0,-1.0
910,0.0,3.0,0,105,414,1953.0,910,8892,74.0,0.0,0,7,5,105,1953,1996,116000,3,0.0,2.0,0.0
798,813.0,4.0,674,0,442,1964.0,1611,9760,80.0,360.0,128,6,6,780,1964,1964,167900,2,1.0,3.0,4.0
684,876.0,3.0,0,684,400,2005.0,1560,11911,122.0,0.0,38,5,6,684,2005,2005,174000,3,2.0,2.0,0.0
2020,0.0,4.0,0,0,630,1977.0,2020,8400,60.0,320.0,0,5,5,0,1977,1977,144000,2,0.0,-1.0,-1.0
1338,0.0,2.0,616,722,582,2001.0,1338,4920,41.0,0.0,0,5,8,1338,2001,2001,213500,3,2.0,1.0,4.0
1188,0.0,3.0,593,595,312,1962.0,1188,26142,69.0,189.0,39,7,5,1188,1962,1962,157900,2,0.0,0.0,-1.0
1459,0.0,3.0,0,1459,527,2002.0,1459,8749,70.0,100.0,39,5,7,1459,2002,2002,192000,3,1.0,0.0,-1.0
1306,954.0,3.0,1201,105,533,1996.0,2260,14000,80.0,0.0,44,5,7,1306,1996,1997,328000,3,-1.0,3.0,4.0
1430,0.0,3.0,0,1413,605,2001.0,1430,16285,67.0,0.0,33,5,7,1413,2001,2002,187100,3,1.0,0.0,0.0
996,0.0,3.0,290,706,0,0.0,996,13907,63.0,0.0,0,6,5,996,1940,1969,108000,2,-1.0,0.0,2.0
1092,0.0,3.0,787,305,504,1964.0,1092,8250,75.0,260.0,0,7,6,1092,1964,1964,145000,2,1.0,0.0,1.0
625,625.0,2.0,0,625,625,2006.0,1250,4017,35.0,0.0,54,5,7,625,2006,2007,171900,3,2.0,0.0,0.0
864,864.0,3.0,0,864,572,2004.0,1728,9313,65.0,0.0,56,5,7,864,2004,2004,190000,3,1.0,0.0,0.0
924,0.0,3.0,0,924,280,1981.0,924,7990,88.0,0.0,0,6,5,924,1975,1975,110000,2,0.0,0.0,0.0
1199,0.0,2.0,300,899,530,1993.0,1199,7892,55.0,0.0,63,5,6,1199,1993,1993,153900,3,1.0,0.0,4.0
948,0.0,3.0,0,948,300,1968.0,948,8978,69.0,0.0,0,5,5,948,1968,1968,108000,2,0.0,0.0,0.0
925,0.0,3.0,338,121,429,1965.0,925,9100,70.0,0.0,0,6,5,925,1965,1965,117500,2,0.0,0.0,2.0
835,0.0,2.0,108,350,366,1920.0,835,10625,85.0,0.0,0,5,5,458,1920,1950,83000,2,0.0,0.0,3.0
1580,886.0,4.0,0,1580,610,2004.0,2466,11143,102.0,0.0,214,5,8,1580,2004,2005,340000,3,1.0,0.0,0.0
1216,941.0,4.0,445,479,487,1966.0,2157,14200,88.0,309.0,66,6,7,924,1966,1966,226000,3,-1.0,0.0,1.0
1060,0.0,3.0,840,200,572,1976.0,1060,4224,44.0,0.0,110,7,5,1040,1976,1976,129900,2,-1.0,0.0,4.0
2633,0.0,2.0,1282,1351,804,2001.0,2633,11400,69.0,705.0,140,5,10,2633,2001,2002,466500,4,1.0,3.0,4.0
1048,0.0,2.0,0,993,280,1922.0,1048,6380,58.0,0.0,0,6,5,993,1922,1950,113000,2,0.0,0.0,0.0
953,711.0,3.0,0,953,460,2000.0,1664,8121,69.0,0.0,40,5,6,953,2000,2000,172400,2,1.0,0.0,0.0
784,0.0,2.0,0,784,360,1950.0,784,9000,60.0,0.0,0,3,6,784,1928,1950,76000,2,0.0,0.0,0.0
1279,0.0,3.0,641,276,473,1980.0,1279,10125,75.0,0.0,83,6,6,1196,1977,1977,171500,2,0.0,0.0,3.0
1229,0.0,3.0,1059,75,284,1956.0,1229,17140,69.0,0.0,0,6,4,1134,1956,1956,135000,2,1.0,0.0,3.0
1268,0.0,2.0,540,728,244,1954.0,1268,7800,78.0,200.0,98,6,5,1268,1954,1954,132000,2,2.0,0.0,-1.0
1428,0.0,3.0,0,1428,480,2007.0,1428,11639,95.0,0.0,120,5,7,1428,2007,2008,182000,3,2.0,0.0,0.0
1125,0.0,3.0,631,410,352,1977.0,1125,7200,72.0,255.0,0,6,6,1041,1976,1976,125000,2,0.0,2.0,3.0
1008,0.0,2.0,486,522,275,1954.0,1008,11425,69.0,0.0,0,6,5,1008,1954,1954,137000,2,-1.0,0.0,2.0
1630,0.0,3.0,0,1622,860,2008.0,1630,10226,61.0,270.0,42,5,8,1622,2008,2008,295493,4,1.0,3.0,0.0
864,864.0,3.0,503,361,673,2003.0,1728,8791,64.0,0.0,56,5,6,864,2003,2003,207500,3,1.0,0.0,1.0
1211,0.0,3.0,250,210,322,1968.0,1211,8250,55.0,0.0,63,5,5,952,1968,1968,134000,2,-1.0,0.0,2.0
1040,0.0,3.0,369,671,286,1959.0,1040,7560,70.0,0.0,0,5,5,1040,1959,1959,133700,2,1.0,0.0,-1.0
1707,0.0,2.0,0,1686,511,1981.0,1707,16669,69.0,653.0,64,6,8,1686,1981,1981,228000,2,1.0,0.0,0.0
955,0.0,3.0,0,935,462,1998.0,1632,9084,63.0,0.0,28,5,7,935,1998,1998,176500,2,2.0,0.0,0.0
1392,0.0,3.0,1302,90,528,1957.0,1392,11341,69.0,180.0,0,6,5,1392,1957,1996,121500,2,0.0,0.0,-1.0
1319,0.0,3.0,428,0,270,1953.0,1319,10634,79.0,0.0,0,6,5,608,1953,1953,123000,2,0.0,0.0,2.0
742,742.0,3.0,0,742,390,2005.0,1484,12589,149.0,0.0,24,5,6,742,2005,2005,174000,3,2.0,0.0,0.0
971,0.0,3.0,523,448,300,1969.0,971,9920,69.0,0.0,0,6,5,971,1969,1969,128500,2,0.0,3.0,-1.0
1062,0.0,3.0,539,490,539,1976.0,1062,11333,69.0,0.0,0,5,6,1029,1976,1976,146800,2,1.0,2.0,3.0
980,0.0,4.0,945,0,0,0.0,980,9400,35.0,250.0,0,5,6,945,1975,1975,127500,2,-1.0,3.0,-1.0
1405,0.0,2.0,0,1405,478,2003.0,1405,3136,69.0,163.0,36,5,7,1405,2003,2003,171750,3,1.0,0.0,0.0
959,712.0,3.0,786,173,472,2000.0,1671,10852,58.0,0.0,38,5,6,959,2000,2000,173000,2,2.0,0.0,4.0
1074,0.0,3.0,788,268,495,1975.0,1074,10140,78.0,0.0,88,6,5,1056,1975,1975,153500,2,1.0,0.0,3.0
1547,720.0,2.0,0,0,672,1979.0,2320,14762,69.0,0.0,144,6,5,0,1948,1950,169000,2,0.0,-1.0,-1.0
918,0.0,2.0,0,918,264,1979.0,918,7892,55.0,0.0,0,5,6,918,1979,1979,99500,2,0.0,0.0,0.0
1437,0.0,3.0,1157,280,528,1976.0,1437,10768,90.0,0.0,21,8,5,1437,1976,2004,218000,3,1.0,3.0,3.0
1069,0.0,2.0,360,709,440,1977.0,1069,4043,53.0,0.0,55,5,6,1069,1977,1977,127500,2,1.0,0.0,3.0
829,727.0,4.0,298,429,441,1968.0,1556,11700,78.0,0.0,0,6,6,727,1968,1968,154000,2,-1.0,0.0,1.0
824,1070.0,4.0,624,193,510,2002.0,1894,11316,80.0,44.0,40,5,7,817,2002,2003,214900,3,-1.0,0.0,4.0
1973,0.0,3.0,0,1935,895,2006.0,1973,14226,110.0,375.0,45,5,8,1935,2006,2006,395000,3,2.0,2.0,0.0
1898,1080.0,5.0,0,710,564,1961.0,2978,11275,96.0,300.0,0,7,7,710,1967,2007,242000,3,2.0,0.0,0.0
848,0.0,1.0,662,186,420,2004.0,848,4438,69.0,205.0,0,5,6,848,2004,2004,149000,3,1.0,2.0,4.0
804,670.0,3.0,0,384,400,1995.0,1474,8530,69.0,22.0,72,5,7,384,1995,1996,168500,2,2.0,0.0,0.0
1056,0.0,3.0,480,108,260,1954.0,1056,9250,80.0,0.0,0,7,5,1056,1954,2005,139400,2,0.0,0.0,2.0
902,0.0,2.0,301,239,484,1983.0,902,8885,69.0,0.0,0,5,5,864,1983,1983,131000,2,0.0,2.0,2.0
1032,0.0,3.0,605,427,564,1978.0,1032,10395,69.0,233.0,0,6,6,1032,1978,1978,148000,2,0.0,2.0,3.0
1077,0.0,2.0,0,961,338,1920.0,1077,8967,60.0,0.0,0,2,5,961,1920,1950,67000,2,0.0,0.0,0.0
1235,0.0,2.0,600,635,480,1961.0,1235,8500,85.0,203.0,0,3,5,1235,1961,1961,98600,2,0.0,0.0,1.0
1442,0.0,3.0,738,172,719,1990.0,1442,10357,114.0,0.0,244,5,7,910,1990,1991,179900,3,2.0,1.0,4.0
483,504.0,2.0,387,96,264,1971.0,987,1680,21.0,232.0,0,5,6,483,1971,1971,85400,2,0.0,0.0,3.0
1004,0.0,2.0,975,0,504,1977.0,1004,10530,78.0,90.0,0,5,6,975,1977,1977,135000,2,0.0,3.0,4.0
1006,0.0,3.0,288,718,0,0.0,1006,9000,69.0,0.0,24,3,5,1006,1959,1959,80000,2,-1.0,0.0,4.0
936,780.0,6.0,210,570,0,0.0,1716,5687,55.0,0.0,184,6,5,780,1912,2000,135900,1,-1.0,0.0,-1.0
860,0.0,3.0,0,860,565,2004.0,1720,11645,89.0,0.0,70,5,7,860,2004,2004,196500,3,1.0,0.0,0.0
960,0.0,2.0,250,710,308,1997.0,960,6000,50.0,0.0,0,4,4,960,1920,1950,108500,1,0.0,0.0,3.0
1604,0.0,3.0,1334,270,660,2006.0,1604,8814,68.0,180.0,110,5,7,1604,2006,2006,220000,3,1.0,0.0,4.0
2217,0.0,4.0,351,1043,621,1970.0,2217,15865,95.0,0.0,207,6,8,2217,1970,1970,268000,3,0.0,3.0,3.0
1844,0.0,3.0,1110,734,540,1969.0,1844,16381,69.0,312.0,73,5,6,1844,1969,1969,223000,3,1.0,2.0,1.0
799,772.0,3.0,0,799,380,1993.0,1571,7837,59.0,0.0,40,7,6,799,1993,1994,178000,2,1.0,0.0,0.0
1479,0.0,3.0,0,1468,577,1999.0,1479,9382,93.0,125.0,25,5,7,1468,1999,2000,191000,3,1.0,0.0,0.0
1619,167.0,3.0,1249,103,529,1965.0,1786,164660,69.0,0.0,0,6,5,1499,1965,1965,228950,2,2.0,3.0,-1.0
1632,0.0,3.0,620,0,338,1958.0,1632,9600,80.0,183.0,0,6,6,1240,1958,1988,139000,2,1.0,0.0,1.0
866,902.0,3.0,20,846,578,2007.0,1768,10769,68.0,0.0,105,5,8,866,2007,2007,212000,3,1.0,2.0,4.0
1096,0.0,3.0,75,230,299,1969.0,1096,15870,69.0,0.0,32,5,5,1096,1969,1969,138800,2,2.0,1.0,2.0
1236,857.0,3.0,0,791,542,1986.0,2093,20544,46.0,123.0,63,6,7,791,1986,1991,215000,2,2.0,0.0,0.0
660,688.0,3.0,512,148,453,1966.0,1348,7590,69.0,266.0,108,5,6,660,1966,1966,155000,2,1.0,0.0,2.0
728,728.0,3.0,648,80,410,2005.0,1456,8199,63.0,0.0,18,5,7,728,2005,2005,189000,3,2.0,2.0,4.0
1600,0.0,2.0,1277,207,319,1957.0,1600,16321,47.0,0.0,258,6,5,1484,1957,1997,207500,2,1.0,3.0,2.0
1700,0.0,3.0,340,1342,544,2003.0,1700,9135,70.0,120.0,23,5,6,1682,2003,2003,200000,3,1.0,2.0,4.0
808,785.0,3.0,0,808,389,1993.0,1593,9636,69.0,0.0,40,5,6,808,1992,1993,178000,2,1.0,0.0,0.0
1363,0.0,2.0,650,178,288,1951.0,1363,14559,75.0,70.0,42,7,5,1008,1951,2000,164900,2,0.0,0.0,2.0
855,586.0,3.0,311,544,440,1978.0,1441,2289,24.0,0.0,0,6,6,855,1978,1978,148500,2,0.0,0.0,3.0
1710,0.0,2.0,1400,310,866,2007.0,1710,13891,107.0,436.0,102,5,8,1710,2007,2008,372402,3,1.0,3.0,-1.0
1222,888.0,3.0,695,253,463,1994.0,2110,8880,69.0,0.0,130,5,7,948,1994,2002,205000,3,1.0,0.0,4.0
725,754.0,3.0,533,192,475,1976.0,1479,13517,69.0,289.0,44,8,6,725,1976,2005,130500,3,1.0,0.0,4.0
767,0.0,1.0,584,0,367,1998.0,767,4058,34.0,182.0,40,5,7,723,1998,1998,133000,2,2.0,2.0,4.0
664,0.0,3.0,554,100,426,2006.0,1496,17104,58.0,0.0,24,5,7,654,2006,2006,179665,3,1.0,2.0,4.0
1567,0.0,1.0,1154,366,648,2006.0,1567,3982,53.0,0.0,0,5,8,1520,2006,2006,264561,4,2.0,2.0,4.0
1148,0.0,2.0,210,219,308,1952.0,1148,6420,57.0,0.0,0,7,5,980,1952,1952,123500,2,0.0,1.0,-1.0
1120,850.0,3.0,0,1085,753,2006.0,1970,11065,86.0,788.0,74,5,8,1085,2006,2006,281000,4,2.0,1.0,0.0
1453,1357.0,4.0,482,971,750,1990.0,2810,9572,69.0,336.0,0,5,8,1453,1990,1990,302000,3,1.0,0.0,4.0
1470,0.0,4.0,986,484,696,1998.0,2630,9200,80.0,473.0,66,5,8,1470,1998,1998,315000,3,-1.0,0.0,4.0
1105,1169.0,5.0,443,662,480,1960.0,2274,11600,80.0,361.0,0,5,5,1105,1960,1960,154300,2,-1.0,0.0,1.0
1261,0.0,3.0,662,599,433,1958.0,1261,9120,76.0,0.0,0,6,6,1261,1958,1958,163000,2,1.0,0.0,3.0
1486,0.0,3.0,637,849,480,1968.0,1486,9937,75.0,0.0,0,7,5,1486,1964,1999,167000,2,2.0,0.0,2.0
773,0.0,2.0,570,203,240,1953.0,773,7677,57.0,0.0,0,5,5,773,1953,1953,110000,2,0.0,0.0,-1.0
1537,0.0,3.0,0,1319,462,1962.0,1537,8400,80.0,237.0,36,9,6,1319,1962,2005,174000,3,1.0,0.0,-1.0
866,913.0,3.0,0,866,546,1998.0,1779,10400,80.0,0.0,36,5,7,866,1998,1998,197900,3,1.0,2.0,0.0
1225,0.0,3.0,569,381,0,0.0,1225,9320,77.0,0.0,0,5,4,950,1959,1959,128950,2,-1.0,0.0,3.0
848,0.0,1.0,659,189,420,2003.0,848,4435,36.0,170.0,0,5,6,848,2003,2003,131500,3,2.0,2.0,4.0
780,596.0,3.0,0,780,198,1937.0,1376,8600,50.0,0.0,0,6,6,780,1937,1950,119500,2,0.0,0.0,0.0
742,729.0,3.0,381,348,440,1999.0,1471,3230,34.0,894.0,24,5,6,729,1999,1999,172500,2,0.0,0.0,4.0
869,0.0,2.0,0,440,0,0.0,869,5900,51.0,0.0,0,7,4,440,1923,1958,85500,1,-1.0,0.0,0.0
729,729.0,2.0,419,310,440,1999.0,1458,3230,34.0,1129.0,32,5,6,729,1999,1999,176000,2,0.0,0.0,4.0
894,0.0,3.0,762,102,440,1974.0,894,13350,100.0,0.0,0,5,5,864,1974,1974,142500,2,0.0,0.0,3.0
885,833.0,3.0,0,832,427,1998.0,1718,10141,74.0,40.0,94,5,7,832,1998,1998,185000,2,2.0,0.0,0.0
1701,0.0,3.0,1390,0,611,1975.0,1701,16647,69.0,0.0,0,5,5,1390,1975,1981,171000,2,2.0,3.0,3.0
864,0.0,3.0,600,264,576,1980.0,864,12735,69.0,0.0,0,5,4,864,1972,1972,111250,2,0.0,0.0,2.0
1094,761.0,3.0,0,528,512,1976.0,1855,9600,80.0,360.0,100,7,6,528,1976,1994,187000,2,1.0,0.0,0.0
1651,0.0,3.0,1398,0,616,1986.0,1651,12416,47.0,132.0,0,5,6,1606,1986,1986,184000,2,2.0,0.0,3.0
612,612.0,3.0,0,612,528,2009.0,1224,3951,40.0,76.0,234,5,6,612,2009,2009,164500,3,1.0,2.0,0.0
928,0.0,3.0,308,620,288,1957.0,928,6000,50.0,0.0,0,6,5,928,1957,1957,112500,2,2.0,0.0,1.0
372,720.0,3.0,0,0,0,0.0,1092,5600,70.0,0.0,0,5,4,0,1930,1950,55000,1,-1.0,-1.0,-1.0
832,809.0,3.0,16,712,546,1925.0,1641,9600,60.0,0.0,0,7,7,728,1925,1990,178000,4,0.0,0.0,-1.0
708,708.0,3.0,404,304,776,1968.0,1416,11700,90.0,420.0,169,6,6,708,1968,1968,179900,2,1.0,0.0,3.0
1058,846.0,3.0,546,512,736,2003.0,1904,10927,74.0,280.0,60,5,8,1058,2005,2005,275000,4,2.0,2.0,4.0
936,0.0,2.0,248,448,308,1956.0,936,5868,74.0,0.0,0,7,5,936,1956,2000,129000,2,2.0,0.0,2.0
716,840.0,3.0,81,23,452,1980.0,1556,1950,24.0,0.0,0,6,6,716,1980,1980,151000,2,2.0,0.0,-1.0
864,0.0,2.0,120,744,400,1951.0,864,19138,140.0,0.0,0,5,4,864,1951,1951,141000,2,0.0,0.0,-1.0
1654,0.0,3.0,986,668,900,2002.0,1654,8125,69.0,295.0,136,5,7,1654,2002,2002,230000,3,0.0,0.0,4.0
1416,0.0,3.0,0,816,576,2007.0,1416,25339,69.0,0.0,0,7,5,816,1918,2007,112000,3,0.0,0.0,0.0
1268,1097.0,3.0,1163,89,856,1999.0,2365,9430,82.0,673.0,128,5,8,1252,1999,1999,337000,3,-1.0,1.0,4.0
1067,0.0,2.0,442,625,436,1996.0,1067,9600,60.0,0.0,0,7,4,1067,1950,1995,128000,3,0.0,0.0,2.0
1318,584.0,4.0,0,0,539,1978.0,1902,8930,68.0,0.0,0,5,6,0,1978,1978,112000,2,0.0,-1.0,-1.0
1557,0.0,2.0,0,1374,420,2003.0,1557,3196,69.0,18.0,20,5,7,1374,2003,2004,234000,3,2.0,3.0,0.0
1195,644.0,4.0,0,1195,486,1998.0,1839,16770,58.0,30.0,81,5,7,1195,1998,1998,221000,2,2.0,0.0,0.0
